data_D2,vacina_D2,agegroup,n,dif
2021-08-11,AZ,5,10199,168
2021-08-11,AZ,6,13209,168
2021-08-11,AZ,7,48181,168
2021-08-11,AZ,8,15022,168
2021-08-11,AZ,9,524,168
2021-08-11,AZ,10,135,168
2021-08-11,AZ,11,12,168
2021-08-11,Coronavac,2,1,168
2021-08-11,Coronavac,3,4,168
2021-08-11,Coronavac,4,2477,168
2021-08-11,Coronavac,5,28881,168
2021-08-11,Coronavac,6,4690,168
2021-08-11,Coronavac,7,1533,168
2021-08-11,Coronavac,8,229,168
2021-08-11,Coronavac,9,79,168
2021-08-11,Coronavac,10,24,168
2021-08-11,Coronavac,11,4,168
2021-08-11,Pfizer,3,4,168
2021-08-11,Pfizer,4,945,168
2021-08-11,Pfizer,5,8478,168
2021-08-11,Pfizer,6,4999,168
2021-08-11,Pfizer,7,11492,168
2021-08-11,Pfizer,8,1308,168
2021-08-11,Pfizer,9,91,168
2021-08-11,Pfizer,10,18,168
2021-08-11,Pfizer,11,3,168
2021-08-12,AZ,3,4,167
2021-08-12,AZ,4,3656,167
2021-08-12,AZ,5,7499,167
2021-08-12,AZ,6,29030,167
2021-08-12,AZ,7,56905,167
2021-08-12,AZ,8,13557,167
2021-08-12,AZ,9,468,167
2021-08-12,AZ,10,176,167
2021-08-12,AZ,11,14,167
2021-08-12,Coronavac,1,1,167
2021-08-12,Coronavac,3,1,167
2021-08-12,Coronavac,4,3041,167
2021-08-12,Coronavac,5,33041,167
2021-08-12,Coronavac,6,4755,167
2021-08-12,Coronavac,7,1602,167
2021-08-12,Coronavac,8,234,167
2021-08-12,Coronavac,9,67,167
2021-08-12,Coronavac,10,23,167
2021-08-12,Coronavac,11,1,167
2021-08-12,Pfizer,3,1,167
2021-08-12,Pfizer,4,528,167
2021-08-12,Pfizer,5,3011,167
2021-08-12,Pfizer,6,5777,167
2021-08-12,Pfizer,7,5649,167
2021-08-12,Pfizer,8,765,167
2021-08-12,Pfizer,9,45,167
2021-08-12,Pfizer,10,11,167
2021-08-12,Pfizer,11,1,167
2021-08-13,AZ,2,1,166
2021-08-13,AZ,3,7,166
2021-08-13,AZ,4,4048,166
2021-08-13,AZ,5,7558,166
2021-08-13,AZ,6,36913,166
2021-08-13,AZ,7,46716,166
2021-08-13,AZ,8,10310,166
2021-08-13,AZ,9,434,166
2021-08-13,AZ,10,92,166
2021-08-13,AZ,11,9,166
2021-08-13,Coronavac,3,6,166
2021-08-13,Coronavac,4,5171,166
2021-08-13,Coronavac,5,74952,166
2021-08-13,Coronavac,6,6262,166
2021-08-13,Coronavac,7,2242,166
2021-08-13,Coronavac,8,380,166
2021-08-13,Coronavac,9,92,166
2021-08-13,Coronavac,10,20,166
2021-08-13,Coronavac,11,8,166
2021-08-13,Pfizer,4,346,166
2021-08-13,Pfizer,5,1675,166
2021-08-13,Pfizer,6,2409,166
2021-08-13,Pfizer,7,3073,166
2021-08-13,Pfizer,8,476,166
2021-08-13,Pfizer,9,13,166
2021-08-13,Pfizer,10,9,166
2021-08-14,AZ,3,3,165
2021-08-14,AZ,4,3917,165
2021-08-14,AZ,5,5764,165
2021-08-14,AZ,6,27638,165
2021-08-14,AZ,7,34452,165
2021-08-14,AZ,8,6074,165
2021-08-14,AZ,9,215,165
2021-08-14,AZ,10,63,165
2021-08-14,AZ,11,11,165
2021-08-14,Coronavac,2,2,165
2021-08-14,Coronavac,3,3,165
2021-08-14,Coronavac,4,2748,165
2021-08-14,Coronavac,5,73312,165
2021-08-14,Coronavac,6,6095,165
2021-08-14,Coronavac,7,2257,165
2021-08-14,Coronavac,8,361,165
2021-08-14,Coronavac,9,105,165
2021-08-14,Coronavac,10,29,165
2021-08-14,Coronavac,11,5,165
2021-08-14,Pfizer,1,1,165
2021-08-14,Pfizer,3,6,165
2021-08-14,Pfizer,4,174,165
2021-08-14,Pfizer,5,522,165
2021-08-14,Pfizer,6,634,165
2021-08-14,Pfizer,7,2332,165
2021-08-14,Pfizer,8,318,165
2021-08-14,Pfizer,9,9,165
2021-08-14,Pfizer,10,3,165
2021-08-14,Pfizer,11,1,165
2021-08-15,AZ,3,1,164
2021-08-15,AZ,4,469,164
2021-08-15,AZ,5,1228,164
2021-08-15,AZ,6,6810,164
2021-08-15,AZ,7,7484,164
2021-08-15,AZ,8,1512,164
2021-08-15,AZ,9,42,164
2021-08-15,AZ,10,11,164
2021-08-15,AZ,11,3,164
2021-08-15,Coronavac,4,594,164
2021-08-15,Coronavac,5,18419,164
2021-08-15,Coronavac,6,806,164
2021-08-15,Coronavac,7,276,164
2021-08-15,Coronavac,8,21,164
2021-08-15,Coronavac,9,9,164
2021-08-15,Coronavac,10,4,164
2021-08-15,Pfizer,3,2,164
2021-08-15,Pfizer,4,74,164
2021-08-15,Pfizer,5,183,164
2021-08-15,Pfizer,6,355,164
2021-08-15,Pfizer,7,825,164
2021-08-15,Pfizer,8,107,164
2021-08-15,Pfizer,9,6,164
2021-08-15,Pfizer,10,4,164
2021-08-16,AZ,3,6,163
2021-08-16,AZ,4,3105,163
2021-08-16,AZ,5,7043,163
2021-08-16,AZ,6,36811,163
2021-08-16,AZ,7,48856,163
2021-08-16,AZ,8,11046,163
2021-08-16,AZ,9,443,163
2021-08-16,AZ,10,106,163
2021-08-16,AZ,11,19,163
2021-08-16,Coronavac,1,1,163
2021-08-16,Coronavac,2,3,163
2021-08-16,Coronavac,3,10,163
2021-08-16,Coronavac,4,9814,163
2021-08-16,Coronavac,5,188782,163
2021-08-16,Coronavac,6,11772,163
2021-08-16,Coronavac,7,4230,163
2021-08-16,Coronavac,8,733,163
2021-08-16,Coronavac,9,172,163
2021-08-16,Coronavac,10,52,163
2021-08-16,Coronavac,11,7,163
2021-08-16,Pfizer,4,352,163
2021-08-16,Pfizer,5,916,163
2021-08-16,Pfizer,6,1348,163
2021-08-16,Pfizer,7,2644,163
2021-08-16,Pfizer,8,439,163
2021-08-16,Pfizer,9,31,163
2021-08-16,Pfizer,10,2,163
2021-08-16,Pfizer,11,1,163
2021-08-17,AZ,2,1,162
2021-08-17,AZ,3,2,162
2021-08-17,AZ,4,2785,162
2021-08-17,AZ,5,5507,162
2021-08-17,AZ,6,25571,162
2021-08-17,AZ,7,38929,162
2021-08-17,AZ,8,9611,162
2021-08-17,AZ,9,423,162
2021-08-17,AZ,10,128,162
2021-08-17,AZ,11,20,162
2021-08-17,Coronavac,2,2,162
2021-08-17,Coronavac,3,6,162
2021-08-17,Coronavac,4,12943,162
2021-08-17,Coronavac,5,199091,162
2021-08-17,Coronavac,6,12000,162
2021-08-17,Coronavac,7,4113,162
2021-08-17,Coronavac,8,703,162
2021-08-17,Coronavac,9,173,162
2021-08-17,Coronavac,10,50,162
2021-08-17,Coronavac,11,11,162
2021-08-17,Pfizer,3,1,162
2021-08-17,Pfizer,4,705,162
2021-08-17,Pfizer,5,2656,162
2021-08-17,Pfizer,6,7620,162
2021-08-17,Pfizer,7,8247,162
2021-08-17,Pfizer,8,1177,162
2021-08-17,Pfizer,9,107,162
2021-08-17,Pfizer,10,26,162
2021-08-17,Pfizer,11,5,162
2021-08-18,AZ,2,1,161
2021-08-18,AZ,3,4,161
2021-08-18,AZ,4,3481,161
2021-08-18,AZ,5,6972,161
2021-08-18,AZ,6,28435,161
2021-08-18,AZ,7,37984,161
2021-08-18,AZ,8,8824,161
2021-08-18,AZ,9,430,161
2021-08-18,AZ,10,119,161
2021-08-18,AZ,11,17,161
2021-08-18,Coronavac,1,1,161
2021-08-18,Coronavac,2,4,161
2021-08-18,Coronavac,3,9,161
2021-08-18,Coronavac,4,19092,161
2021-08-18,Coronavac,5,220779,161
2021-08-18,Coronavac,6,11754,161
2021-08-18,Coronavac,7,4162,161
2021-08-18,Coronavac,8,712,161
2021-08-18,Coronavac,9,181,161
2021-08-18,Coronavac,10,60,161
2021-08-18,Coronavac,11,5,161
2021-08-18,Pfizer,3,6,161
2021-08-18,Pfizer,4,1189,161
2021-08-18,Pfizer,5,3322,161
2021-08-18,Pfizer,6,8669,161
2021-08-18,Pfizer,7,9621,161
2021-08-18,Pfizer,8,1485,161
2021-08-18,Pfizer,9,124,161
2021-08-18,Pfizer,10,26,161
2021-08-18,Pfizer,11,3,161
2021-08-19,AZ,2,2,160
2021-08-19,AZ,3,4,160
2021-08-19,AZ,4,4612,160
2021-08-19,AZ,5,8739,160
2021-08-19,AZ,6,31639,160
2021-08-19,AZ,7,38376,160
2021-08-19,AZ,8,8940,160
2021-08-19,AZ,9,448,160
2021-08-19,AZ,10,124,160
2021-08-19,AZ,11,23,160
2021-08-19,Coronavac,2,1,160
2021-08-19,Coronavac,3,10,160
2021-08-19,Coronavac,4,24320,160
2021-08-19,Coronavac,5,162851,160
2021-08-19,Coronavac,6,10205,160
2021-08-19,Coronavac,7,3570,160
2021-08-19,Coronavac,8,628,160
2021-08-19,Coronavac,9,176,160
2021-08-19,Coronavac,10,48,160
2021-08-19,Coronavac,11,9,160
2021-08-19,Pfizer,4,3026,160
2021-08-19,Pfizer,5,3736,160
2021-08-19,Pfizer,6,8082,160
2021-08-19,Pfizer,7,8418,160
2021-08-19,Pfizer,8,1234,160
2021-08-19,Pfizer,9,116,160
2021-08-19,Pfizer,10,41,160
2021-08-19,Pfizer,11,6,160
2021-08-20,AZ,3,8,159
2021-08-20,AZ,4,11939,159
2021-08-20,AZ,5,10062,159
2021-08-20,AZ,6,53739,159
2021-08-20,AZ,7,34650,159
2021-08-20,AZ,8,7775,159
2021-08-20,AZ,9,450,159
2021-08-20,AZ,10,133,159
2021-08-20,AZ,11,19,159
2021-08-20,Coronavac,2,3,159
2021-08-20,Coronavac,3,5,159
2021-08-20,Coronavac,4,30738,159
2021-08-20,Coronavac,5,126524,159
2021-08-20,Coronavac,6,10235,159
2021-08-20,Coronavac,7,3422,159
2021-08-20,Coronavac,8,669,159
2021-08-20,Coronavac,9,151,159
2021-08-20,Coronavac,10,47,159
2021-08-20,Coronavac,11,11,159
2021-08-20,Pfizer,3,3,159
2021-08-20,Pfizer,4,6142,159
2021-08-20,Pfizer,5,2612,159
2021-08-20,Pfizer,6,15439,159
2021-08-20,Pfizer,7,4179,159
2021-08-20,Pfizer,8,722,159
2021-08-20,Pfizer,9,64,159
2021-08-20,Pfizer,10,10,159
2021-08-20,Pfizer,11,5,159
2021-08-21,AZ,2,2,158
2021-08-21,AZ,3,3,158
2021-08-21,AZ,4,5230,158
2021-08-21,AZ,5,6466,158
2021-08-21,AZ,6,21921,158
2021-08-21,AZ,7,14025,158
2021-08-21,AZ,8,3200,158
2021-08-21,AZ,9,137,158
2021-08-21,AZ,10,37,158
2021-08-21,AZ,11,10,158
2021-08-21,Coronavac,2,1,158
2021-08-21,Coronavac,3,4,158
2021-08-21,Coronavac,4,9178,158
2021-08-21,Coronavac,5,44256,158
2021-08-21,Coronavac,6,4762,158
2021-08-21,Coronavac,7,1493,158
2021-08-21,Coronavac,8,231,158
2021-08-21,Coronavac,9,44,158
2021-08-21,Coronavac,10,25,158
2021-08-21,Coronavac,11,3,158
2021-08-21,Pfizer,3,5,158
2021-08-21,Pfizer,4,735,158
2021-08-21,Pfizer,5,893,158
2021-08-21,Pfizer,6,1761,158
2021-08-21,Pfizer,7,686,158
2021-08-21,Pfizer,8,101,158
2021-08-21,Pfizer,9,7,158
2021-08-21,Pfizer,10,3,158
2021-08-22,AZ,4,782,157
2021-08-22,AZ,5,1302,157
2021-08-22,AZ,6,2099,157
2021-08-22,AZ,7,744,157
2021-08-22,AZ,8,123,157
2021-08-22,AZ,9,8,157
2021-08-22,AZ,10,3,157
2021-08-22,Coronavac,4,2464,157
2021-08-22,Coronavac,5,2941,157
2021-08-22,Coronavac,6,269,157
2021-08-22,Coronavac,7,90,157
2021-08-22,Coronavac,8,12,157
2021-08-22,Coronavac,9,4,157
2021-08-22,Pfizer,4,21,157
2021-08-22,Pfizer,5,30,157
2021-08-22,Pfizer,6,27,157
2021-08-22,Pfizer,7,14,157
2021-08-22,Pfizer,8,2,157
2021-08-23,AZ,3,9,156
2021-08-23,AZ,4,9824,156
2021-08-23,AZ,5,13051,156
2021-08-23,AZ,6,47912,156
2021-08-23,AZ,7,31924,156
2021-08-23,AZ,8,7171,156
2021-08-23,AZ,9,330,156
2021-08-23,AZ,10,118,156
2021-08-23,AZ,11,12,156
2021-08-23,Coronavac,1,1,156
2021-08-23,Coronavac,2,1,156
2021-08-23,Coronavac,3,4,156
2021-08-23,Coronavac,4,34732,156
2021-08-23,Coronavac,5,82414,156
2021-08-23,Coronavac,6,7858,156
2021-08-23,Coronavac,7,2992,156
2021-08-23,Coronavac,8,526,156
2021-08-23,Coronavac,9,114,156
2021-08-23,Coronavac,10,43,156
2021-08-23,Coronavac,11,9,156
2021-08-23,Pfizer,3,7,156
2021-08-23,Pfizer,4,1296,156
2021-08-23,Pfizer,5,1395,156
2021-08-23,Pfizer,6,3326,156
2021-08-23,Pfizer,7,2002,156
2021-08-23,Pfizer,8,407,156
2021-08-23,Pfizer,9,25,156
2021-08-23,Pfizer,10,3,156
2021-08-23,Pfizer,11,1,156
2021-08-24,AZ,1,1,155
2021-08-24,AZ,3,11,155
2021-08-24,AZ,4,8504,155
2021-08-24,AZ,5,16839,155
2021-08-24,AZ,6,36211,155
2021-08-24,AZ,7,25916,155
2021-08-24,AZ,8,5589,155
2021-08-24,AZ,9,321,155
2021-08-24,AZ,10,96,155
2021-08-24,AZ,11,8,155
2021-08-24,Coronavac,1,3,155
2021-08-24,Coronavac,2,4,155
2021-08-24,Coronavac,3,15,155
2021-08-24,Coronavac,4,43402,155
2021-08-24,Coronavac,5,64660,155
2021-08-24,Coronavac,6,6942,155
2021-08-24,Coronavac,7,2488,155
2021-08-24,Coronavac,8,445,155
2021-08-24,Coronavac,9,93,155
2021-08-24,Coronavac,10,27,155
2021-08-24,Coronavac,11,7,155
2021-08-24,Pfizer,3,10,155
2021-08-24,Pfizer,4,825,155
2021-08-24,Pfizer,5,1345,155
2021-08-24,Pfizer,6,1962,155
2021-08-24,Pfizer,7,1309,155
2021-08-24,Pfizer,8,280,155
2021-08-24,Pfizer,9,14,155
2021-08-24,Pfizer,10,12,155
2021-08-24,Pfizer,11,3,155
2021-08-25,AZ,2,1,154
2021-08-25,AZ,3,8,154
2021-08-25,AZ,4,9838,154
2021-08-25,AZ,5,31180,154
2021-08-25,AZ,6,37160,154
2021-08-25,AZ,7,29960,154
2021-08-25,AZ,8,5578,154
2021-08-25,AZ,9,337,154
2021-08-25,AZ,10,133,154
2021-08-25,AZ,11,10,154
2021-08-25,Coronavac,2,1,154
2021-08-25,Coronavac,3,11,154
2021-08-25,Coronavac,4,46481,154
2021-08-25,Coronavac,5,50386,154
2021-08-25,Coronavac,6,6689,154
2021-08-25,Coronavac,7,2233,154
2021-08-25,Coronavac,8,401,154
2021-08-25,Coronavac,9,125,154
2021-08-25,Coronavac,10,28,154
2021-08-25,Coronavac,11,4,154
2021-08-25,Pfizer,3,17,154
2021-08-25,Pfizer,4,2409,154
2021-08-25,Pfizer,5,14903,154
2021-08-25,Pfizer,6,6899,154
2021-08-25,Pfizer,7,3616,154
2021-08-25,Pfizer,8,741,154
2021-08-25,Pfizer,9,80,154
2021-08-25,Pfizer,10,19,154
2021-08-25,Pfizer,11,2,154
2021-08-26,AZ,2,1,153
2021-08-26,AZ,3,6,153
2021-08-26,AZ,4,7626,153
2021-08-26,AZ,5,20308,153
2021-08-26,AZ,6,25156,153
2021-08-26,AZ,7,22969,153
2021-08-26,AZ,8,4403,153
2021-08-26,AZ,9,245,153
2021-08-26,AZ,10,78,153
2021-08-26,AZ,11,16,153
2021-08-26,Coronavac,1,1,153
2021-08-26,Coronavac,3,12,153
2021-08-26,Coronavac,4,47241,153
2021-08-26,Coronavac,5,41123,153
2021-08-26,Coronavac,6,6240,153
2021-08-26,Coronavac,7,2113,153
2021-08-26,Coronavac,8,421,153
2021-08-26,Coronavac,9,126,153
2021-08-26,Coronavac,10,27,153
2021-08-26,Coronavac,11,4,153
2021-08-26,Pfizer,3,12,153
2021-08-26,Pfizer,4,1900,153
2021-08-26,Pfizer,5,8506,153
2021-08-26,Pfizer,6,5195,153
2021-08-26,Pfizer,7,2768,153
2021-08-26,Pfizer,8,550,153
2021-08-26,Pfizer,9,63,153
2021-08-26,Pfizer,10,17,153
2021-08-26,Pfizer,11,1,153
2021-08-27,AZ,3,8,152
2021-08-27,AZ,4,10566,152
2021-08-27,AZ,5,23488,152
2021-08-27,AZ,6,25430,152
2021-08-27,AZ,7,22326,152
2021-08-27,AZ,8,3889,152
2021-08-27,AZ,9,272,152
2021-08-27,AZ,10,76,152
2021-08-27,AZ,11,8,152
2021-08-27,Coronavac,2,1,152
2021-08-27,Coronavac,3,4,152
2021-08-27,Coronavac,4,100367,152
2021-08-27,Coronavac,5,41039,152
2021-08-27,Coronavac,6,7459,152
2021-08-27,Coronavac,7,2678,152
2021-08-27,Coronavac,8,541,152
2021-08-27,Coronavac,9,114,152
2021-08-27,Coronavac,10,47,152
2021-08-27,Coronavac,11,5,152
2021-08-27,Pfizer,3,3,152
2021-08-27,Pfizer,4,2304,152
2021-08-27,Pfizer,5,6416,152
2021-08-27,Pfizer,6,5055,152
2021-08-27,Pfizer,7,2672,152
2021-08-27,Pfizer,8,537,152
2021-08-27,Pfizer,9,60,152
2021-08-27,Pfizer,10,13,152
2021-08-27,Pfizer,11,1,152
2021-08-28,AZ,3,2,151
2021-08-28,AZ,4,6596,151
2021-08-28,AZ,5,14786,151
2021-08-28,AZ,6,18019,151
2021-08-28,AZ,7,17006,151
2021-08-28,AZ,8,2196,151
2021-08-28,AZ,9,174,151
2021-08-28,AZ,10,52,151
2021-08-28,AZ,11,12,151
2021-08-28,Coronavac,1,1,151
2021-08-28,Coronavac,3,2,151
2021-08-28,Coronavac,4,32338,151
2021-08-28,Coronavac,5,21070,151
2021-08-28,Coronavac,6,3389,151
2021-08-28,Coronavac,7,1179,151
2021-08-28,Coronavac,8,209,151
2021-08-28,Coronavac,9,50,151
2021-08-28,Coronavac,10,16,151
2021-08-28,Coronavac,11,8,151
2021-08-28,Pfizer,3,2,151
2021-08-28,Pfizer,4,1799,151
2021-08-28,Pfizer,5,3615,151
2021-08-28,Pfizer,6,2979,151
2021-08-28,Pfizer,7,1546,151
2021-08-28,Pfizer,8,333,151
2021-08-28,Pfizer,9,22,151
2021-08-28,Pfizer,10,8,151
2021-08-28,Pfizer,11,2,151
2021-08-29,AZ,4,234,150
2021-08-29,AZ,5,588,150
2021-08-29,AZ,6,851,150
2021-08-29,AZ,7,745,150
2021-08-29,AZ,8,76,150
2021-08-29,AZ,9,6,150
2021-08-29,AZ,10,2,150
2021-08-29,Coronavac,4,3939,150
2021-08-29,Coronavac,5,1296,150
2021-08-29,Coronavac,6,153,150
2021-08-29,Coronavac,7,52,150
2021-08-29,Coronavac,8,9,150
2021-08-29,Coronavac,9,3,150
2021-08-29,Coronavac,11,1,150
2021-08-29,Pfizer,3,2,150
2021-08-29,Pfizer,4,585,150
2021-08-29,Pfizer,5,199,150
2021-08-29,Pfizer,6,111,150
2021-08-29,Pfizer,7,50,150
2021-08-29,Pfizer,8,8,150
2021-08-30,AZ,2,3,149
2021-08-30,AZ,3,9,149
2021-08-30,AZ,4,14904,149
2021-08-30,AZ,5,24837,149
2021-08-30,AZ,6,28713,149
2021-08-30,AZ,7,33833,149
2021-08-30,AZ,8,4733,149
2021-08-30,AZ,9,280,149
2021-08-30,AZ,10,72,149
2021-08-30,AZ,11,17,149
2021-08-30,Coronavac,1,1,149
2021-08-30,Coronavac,3,10,149
2021-08-30,Coronavac,4,104279,149
2021-08-30,Coronavac,5,33762,149
2021-08-30,Coronavac,6,6351,149
2021-08-30,Coronavac,7,2400,149
2021-08-30,Coronavac,8,564,149
2021-08-30,Coronavac,9,124,149
2021-08-30,Coronavac,10,49,149
2021-08-30,Coronavac,11,9,149
2021-08-30,Pfizer,3,14,149
2021-08-30,Pfizer,4,8721,149
2021-08-30,Pfizer,5,7788,149
2021-08-30,Pfizer,6,5696,149
2021-08-30,Pfizer,7,3352,149
2021-08-30,Pfizer,8,773,149
2021-08-30,Pfizer,9,80,149
2021-08-30,Pfizer,10,20,149
2021-08-30,Pfizer,11,2,149
2021-08-31,AZ,2,2,148
2021-08-31,AZ,3,5,148
2021-08-31,AZ,4,18451,148
2021-08-31,AZ,5,22787,148
2021-08-31,AZ,6,26677,148
2021-08-31,AZ,7,33307,148
2021-08-31,AZ,8,3899,148
2021-08-31,AZ,9,259,148
2021-08-31,AZ,10,60,148
2021-08-31,AZ,11,10,148
2021-08-31,Coronavac,1,1,148
2021-08-31,Coronavac,2,5,148
2021-08-31,Coronavac,3,8,148
2021-08-31,Coronavac,4,117394,148
2021-08-31,Coronavac,5,32071,148
2021-08-31,Coronavac,6,6053,148
2021-08-31,Coronavac,7,2332,148
2021-08-31,Coronavac,8,482,148
2021-08-31,Coronavac,9,122,148
2021-08-31,Coronavac,10,26,148
2021-08-31,Coronavac,11,6,148
2021-08-31,Pfizer,3,25,148
2021-08-31,Pfizer,4,7372,148
2021-08-31,Pfizer,5,7791,148
2021-08-31,Pfizer,6,6049,148
2021-08-31,Pfizer,7,3577,148
2021-08-31,Pfizer,8,695,148
2021-08-31,Pfizer,9,71,148
2021-08-31,Pfizer,10,19,148
2021-08-31,Pfizer,11,7,148
2021-09-01,AZ,2,4,147
2021-09-01,AZ,3,7,147
2021-09-01,AZ,4,15550,147
2021-09-01,AZ,5,23387,147
2021-09-01,AZ,6,31681,147
2021-09-01,AZ,7,34340,147
2021-09-01,AZ,8,3745,147
2021-09-01,AZ,9,243,147
2021-09-01,AZ,10,80,147
2021-09-01,AZ,11,10,147
2021-09-01,Coronavac,2,3,147
2021-09-01,Coronavac,3,8,147
2021-09-01,Coronavac,4,129759,147
2021-09-01,Coronavac,5,24942,147
2021-09-01,Coronavac,6,4826,147
2021-09-01,Coronavac,7,2008,147
2021-09-01,Coronavac,8,406,147
2021-09-01,Coronavac,9,91,147
2021-09-01,Coronavac,10,37,147
2021-09-01,Coronavac,11,13,147
2021-09-01,Pfizer,3,33,147
2021-09-01,Pfizer,4,5564,147
2021-09-01,Pfizer,5,6483,147
2021-09-01,Pfizer,6,6177,147
2021-09-01,Pfizer,7,3649,147
2021-09-01,Pfizer,8,530,147
2021-09-01,Pfizer,9,36,147
2021-09-01,Pfizer,10,17,147
2021-09-01,Pfizer,11,3,147
2021-09-02,AZ,3,17,146
2021-09-02,AZ,4,19104,146
2021-09-02,AZ,5,26470,146
2021-09-02,AZ,6,31773,146
2021-09-02,AZ,7,42937,146
2021-09-02,AZ,8,3853,146
2021-09-02,AZ,9,282,146
2021-09-02,AZ,10,70,146
2021-09-02,AZ,11,11,146
2021-09-02,Coronavac,2,2,146
2021-09-02,Coronavac,3,16,146
2021-09-02,Coronavac,4,163139,146
2021-09-02,Coronavac,5,24712,146
2021-09-02,Coronavac,6,5251,146
2021-09-02,Coronavac,7,1977,146
2021-09-02,Coronavac,8,457,146
2021-09-02,Coronavac,9,139,146
2021-09-02,Coronavac,10,45,146
2021-09-02,Coronavac,11,11,146
2021-09-02,Pfizer,2,1,146
2021-09-02,Pfizer,3,29,146
2021-09-02,Pfizer,4,5740,146
2021-09-02,Pfizer,5,8061,146
2021-09-02,Pfizer,6,7415,146
2021-09-02,Pfizer,7,4082,146
2021-09-02,Pfizer,8,465,146
2021-09-02,Pfizer,9,43,146
2021-09-02,Pfizer,10,15,146
2021-09-02,Pfizer,11,1,146
2021-09-03,AZ,1,1,145
2021-09-03,AZ,2,1,145
2021-09-03,AZ,3,10,145
2021-09-03,AZ,4,20152,145
2021-09-03,AZ,5,31750,145
2021-09-03,AZ,6,35229,145
2021-09-03,AZ,7,50300,145
2021-09-03,AZ,8,3548,145
2021-09-03,AZ,9,251,145
2021-09-03,AZ,10,80,145
2021-09-03,AZ,11,10,145
2021-09-03,Coronavac,2,4,145
2021-09-03,Coronavac,3,12,145
2021-09-03,Coronavac,4,120126,145
2021-09-03,Coronavac,5,19568,145
2021-09-03,Coronavac,6,4095,145
2021-09-03,Coronavac,7,1737,145
2021-09-03,Coronavac,8,405,145
2021-09-03,Coronavac,9,126,145
2021-09-03,Coronavac,10,30,145
2021-09-03,Coronavac,11,5,145
2021-09-03,Pfizer,2,1,145
2021-09-03,Pfizer,3,24,145
2021-09-03,Pfizer,4,12296,145
2021-09-03,Pfizer,5,22912,145
2021-09-03,Pfizer,6,15315,145
2021-09-03,Pfizer,7,6751,145
2021-09-03,Pfizer,8,470,145
2021-09-03,Pfizer,9,66,145
2021-09-03,Pfizer,10,16,145
2021-09-03,Pfizer,11,4,145
2021-09-04,AZ,2,1,144
2021-09-04,AZ,3,4,144
2021-09-04,AZ,4,8666,144
2021-09-04,AZ,5,11819,144
2021-09-04,AZ,6,12532,144
2021-09-04,AZ,7,51005,144
2021-09-04,AZ,8,1740,144
2021-09-04,AZ,9,155,144
2021-09-04,AZ,10,31,144
2021-09-04,AZ,11,7,144
2021-09-04,Coronavac,1,1,144
2021-09-04,Coronavac,3,5,144
2021-09-04,Coronavac,4,38549,144
2021-09-04,Coronavac,5,7165,144
2021-09-04,Coronavac,6,1695,144
2021-09-04,Coronavac,7,749,144
2021-09-04,Coronavac,8,146,144
2021-09-04,Coronavac,9,40,144
2021-09-04,Coronavac,10,8,144
2021-09-04,Coronavac,11,3,144
2021-09-04,Pfizer,3,6,144
2021-09-04,Pfizer,4,7347,144
2021-09-04,Pfizer,5,12606,144
2021-09-04,Pfizer,6,8360,144
2021-09-04,Pfizer,7,2693,144
2021-09-04,Pfizer,8,200,144
2021-09-04,Pfizer,9,24,144
2021-09-04,Pfizer,10,6,144
2021-09-04,Pfizer,11,1,144
2021-09-05,AZ,2,1,143
2021-09-05,AZ,4,728,143
2021-09-05,AZ,5,884,143
2021-09-05,AZ,6,852,143
2021-09-05,AZ,7,11850,143
2021-09-05,AZ,8,197,143
2021-09-05,AZ,9,13,143
2021-09-05,AZ,10,3,143
2021-09-05,AZ,11,2,143
2021-09-05,Coronavac,4,2371,143
2021-09-05,Coronavac,5,345,143
2021-09-05,Coronavac,6,128,143
2021-09-05,Coronavac,7,36,143
2021-09-05,Coronavac,8,4,143
2021-09-05,Coronavac,9,2,143
2021-09-05,Pfizer,3,1,143
2021-09-05,Pfizer,4,196,143
2021-09-05,Pfizer,5,479,143
2021-09-05,Pfizer,6,322,143
2021-09-05,Pfizer,7,114,143
2021-09-05,Pfizer,8,3,143
2021-09-05,Pfizer,9,2,143
2021-09-06,AZ,2,1,142
2021-09-06,AZ,3,1,142
2021-09-06,AZ,4,5712,142
2021-09-06,AZ,5,8812,142
2021-09-06,AZ,6,9833,142
2021-09-06,AZ,7,29979,142
2021-09-06,AZ,8,1077,142
2021-09-06,AZ,9,75,142
2021-09-06,AZ,10,34,142
2021-09-06,AZ,11,4,142
2021-09-06,Coronavac,2,1,142
2021-09-06,Coronavac,3,3,142
2021-09-06,Coronavac,4,38582,142
2021-09-06,Coronavac,5,7220,142
2021-09-06,Coronavac,6,1454,142
2021-09-06,Coronavac,7,657,142
2021-09-06,Coronavac,8,138,142
2021-09-06,Coronavac,9,32,142
2021-09-06,Coronavac,10,32,142
2021-09-06,Coronavac,11,58,142
2021-09-06,Pfizer,3,18,142
2021-09-06,Pfizer,4,6289,142
2021-09-06,Pfizer,5,10889,142
2021-09-06,Pfizer,6,8649,142
2021-09-06,Pfizer,7,15157,142
2021-09-06,Pfizer,8,637,142
2021-09-06,Pfizer,9,55,142
2021-09-06,Pfizer,10,11,142
2021-09-06,Pfizer,11,4,142
2021-09-07,AZ,3,2,141
2021-09-07,AZ,4,1364,141
2021-09-07,AZ,5,2016,141
